B80-2.fastq	B80-5.fastq	LF-5.fastq	B80-4.fastq	LF-6.fastq	B80-3.fastq	LF-2.fastq	LF-1.fastq	B80-1.fastq	LF-4.fastq	LF-3.fastq	B80-6.fastq
OTU_1516	0.48053	0.84851	0.7997	0.82969	0.0	0.88582	0.0	0.77868	1.1232	1.0271	0.62508	0.0
OTU_361	3.2773	3.1054	3.5983	2.7718	3.6537	1.9882	3.4594	4.7988	2.0504	3.1349	3.5663	3.3066
OTU_271	1.1281	0.0	4.7309	2.5018	3.9721	3.0368	0.0	3.4618	3.6762	4.4775	2.0888	1.3487
OTU_1553	1.7534	0.84851	1.078	1.3531	0.88573	0.88582	0.848	1.052	1.1232	0.33282	1.0598	1.5526
OTU_444	2.0573	1.1381	1.845	2.9992	2.2245	2.5016	2.433	3.5079	2.8648	1.8459	2.621	1.7313
OTU_3013	0.84037	0.0	0.0	0.47368	0.64628	0.0	0.48543	0.0	0.47796	0.60307	0.62508	0.0
OTU_1113	0.84037	0.48576	1.6881	1.7363	1.5743	0.0	0.848	1.052	1.1232	0.60307	1.2362	0.82651
OTU_3914	0.48053	0.0	0.45457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62508	0.0
OTU_478	3.1546	3.2337	3.5983	3.6622	3.2444	2.8794	2.2016	2.4985	2.1811	2.689	3.391	2.921
OTU_1232	1.3679	1.1381	0.45457	2.1692	0.64628	1.8252	0.0	0.44125	1.1232	0.60307	0.34613	1.1111
OTU_2759	1.7534	0.0	1.078	1.5574	1.2707	0.0	0.48543	0.77868	0.47796	0.83059	1.2362	0.82651
OTU_1376	1.1281	1.1381	0.7997	0.47368	1.9357	0.88582	1.1375	0.77868	1.1232	0.83059	1.0598	1.3487
OTU_499	2.419	2.8083	2.7127	2.2888	2.537	2.8794	2.5361	2.8242	2.1811	1.7378	1.9937	2.0334
OTU_1824	0.48053	0.0	0.0	1.3531	1.091	1.1838	0.0	1.2816	1.1232	0.33282	0.0	1.1111
OTU_342	3.0205	3.7452	2.8672	1.3531	2.4649	2.7028	4.0179	2.6706	4.9287	1.8459	1.892	2.5915
OTU_790	1.3679	1.5857	1.845	1.3531	1.091	0.88582	0.848	1.4797	0.83637	1.0271	1.892	0.47165
OTU_2979	0.48053	0.0	0.0	0.0	0.35903	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_1253	1.5735	1.1381	1.5119	1.7363	1.091	0.88582	0.48543	1.4797	0.83637	1.8459	1.5351	1.3487
OTU_395	2.5218	3.2337	2.2338	3.1331	3.5874	3.9058	3.1699	3.3649	3.2092	1.6209	1.892	2.1636
OTU_2623	2.9485	3.407	2.5397	3.1331	2.8513	2.2676	2.7225	3.261	3.0811	2.8007	2.6832	3.4665
OTU_2149	0.84037	0.0	0.0	1.3531	0.35903	0.0	0.0	0.0	0.0	1.6209	0.62508	1.1111
OTU_3408	1.3679	0.84851	0.0	0.0	0.0	0.0	0.0	0.0	0.47796	0.0	0.62508	0.0
OTU_1046	1.7534	1.3792	1.845	2.2888	1.7051	1.6413	1.7655	2.1947	2.1811	1.9464	1.0598	2.1636
OTU_3066	0.48053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33282	0.34613	0.47165
OTU_745	2.0573	2.2025	1.078	1.115	1.5743	1.6413	0.48543	1.6538	2.6102	0.83059	2.2619	1.1111
OTU_1623	0.84037	0.84851	1.5119	0.47368	0.88573	1.8252	1.585	0.0	1.9067	1.2	0.85874	1.7313
OTU_680	2.419	1.7663	1.3112	2.1692	1.9357	0.50986	1.3785	2.5871	2.1811	2.1287	3.009	1.7313
OTU_1994	0.48053	0.48576	0.7997	0.47368	0.64628	0.50986	0.0	0.77868	0.0	0.83059	0.85874	0.0
OTU_2190	2.0573	0.84851	0.0	0.47368	0.35903	0.0	0.0	0.0	0.83637	0.0	0.0	0.47165
OTU_1692	0.84037	0.84851	0.45457	1.3531	1.091	0.50986	0.848	0.44125	0.83637	0.60307	1.0598	1.3487
OTU_3794	1.3679	0.48576	0.0	0.47368	0.35903	0.0	0.48543	0.77868	1.1232	0.60307	1.0598	0.0
OTU_599	1.7534	1.7663	2.6288	2.9273	2.671	1.9882	1.585	2.3032	0.83637	2.365	1.6641	1.3487
OTU_799	1.9133	1.3792	1.3112	2.1692	2.4649	1.9882	2.2016	2.1947	1.747	1.7378	1.9937	2.3933
OTU_3843	2.0573	1.1381	1.078	1.3531	1.5743	2.2676	1.1375	2.5871	2.5143	1.2	2.8553	0.0
OTU_2253	1.3679	2.7234	0.0	0.47368	0.0	0.50986	0.0	0.77868	0.83637	0.0	0.62508	0.0
OTU_2167	0.84037	0.0	0.45457	0.82969	0.64628	0.50986	0.48543	0.44125	0.83637	0.60307	0.62508	0.82651
OTU_882	1.3679	2.9645	1.3112	0.0	1.5743	0.0	4.121	2.1947	0.83637	0.83059	1.0598	1.5526
OTU_2794	2.5218	2.537	0.7997	0.0	0.35903	1.6413	1.1375	1.6538	3.4355	0.0	0.34613	2.0334
OTU_1314	1.5735	1.1381	1.078	0.47368	0.64628	1.8252	0.48543	0.0	1.1232	0.60307	0.34613	0.82651
OTU_1883	1.1281	0.48576	1.3112	0.82969	1.2707	0.0	1.1375	1.052	0.47796	1.0271	0.85874	0.0
OTU_1337	0.84037	0.48576	1.3112	0.0	1.4305	0.88582	0.848	1.2816	0.0	1.3544	1.0598	1.1111
OTU_1671	1.7534	0.84851	1.3112	1.3531	0.64628	1.1838	1.3785	1.6538	1.5675	0.83059	1.2362	1.5526
OTU_3283	0.84037	0.0	1.078	0.47368	0.35903	0.0	0.0	0.77868	0.83637	0.60307	0.62508	0.47165
OTU_596	3.0205	2.9645	2.9386	3.4731	3.0115	4.0966	2.9635	4.0024	3.4355	2.9535	2.4164	3.6555
OTU_1329	1.3679	0.48576	1.6881	1.8955	1.7051	1.8252	1.3785	2.0773	1.747	1.4938	1.0598	0.82651
OTU_1190	1.9133	0.84851	2.1155	1.7363	1.2707	0.50986	1.3785	1.4797	0.0	0.33282	1.5351	1.1111
OTU_1798	1.5735	0.48576	0.0	0.0	0.0	1.1838	0.0	0.0	1.747	0.0	0.0	0.47165
OTU_339	1.3679	0.84851	1.845	3.4217	2.4649	1.9882	2.2016	3.4142	4.4474	3.2574	2.4879	0.0
OTU_3961	0.48053	0.0	0.45457	0.82969	0.0	0.88582	0.48543	0.0	0.0	0.0	0.34613	0.82651
OTU_437	3.6846	2.9645	3.5535	3.4217	3.0612	2.6057	3.406	2.4042	2.8648	2.9535	2.621	3.1266
OTU_1161	1.5735	1.7663	0.45457	1.115	1.5743	0.50986	1.926	0.44125	0.47796	1.3544	1.2362	2.0334
OTU_693	2.0573	1.5857	2.3431	2.2888	1.825	1.6413	1.3785	1.6538	0.83637	1.7378	1.7826	1.3487
OTU_1808	0.48053	0.84851	0.0	0.0	0.0	0.0	0.48543	0.44125	0.0	0.0	0.0	0.47165
OTU_1690	1.7534	1.3792	1.6881	1.5574	1.4305	0.0	1.3785	1.052	1.747	1.6209	1.5351	1.7313
OTU_2654	0.84037	0.48576	1.078	1.115	1.091	0.50986	0.848	0.77868	0.83637	0.83059	0.34613	0.0
OTU_1348	0.48053	0.84851	2.1155	0.47368	0.35903	0.88582	0.848	1.2816	1.747	0.60307	1.7826	1.1111
OTU_303	2.3082	3.4605	4.3923	3.8293	4.0965	2.7938	3.4594	3.0278	1.747	3.9327	3.8089	3.0613
OTU_4133	1.1281	0.0	0.7997	0.0	0.35903	0.88582	0.0	0.44125	0.83637	0.33282	0.62508	0.0
OTU_1435	1.9133	0.84851	1.6881	1.3531	0.88573	1.1838	0.48543	1.4797	1.747	1.4938	1.9937	1.1111
OTU_2379	2.7926	2.2025	3.0067	2.6873	2.6055	2.2676	2.7225	3.261	2.6102	2.5035	2.9595	1.7313
OTU_4011	0.48053	0.0	0.7997	0.47368	0.0	0.50986	0.0	0.0	1.1232	0.33282	1.0598	0.47165
OTU_547	2.6178	3.1054	1.078	2.3992	2.7336	1.6413	2.7225	2.5871	2.7848	0.60307	0.34613	2.6812
OTU_482	3.3904	3.1054	3.4594	3.6622	3.836	3.1094	2.2016	4.1258	3.5847	3.7219	4.1547	2.9929
OTU_1489	0.48053	0.48576	1.078	0.0	0.35903	1.6413	0.48543	1.2816	0.47796	1.0271	0.34613	0.47165
OTU_955	1.9133	0.48576	1.6881	2.1692	1.4305	2.2676	1.585	1.9494	0.83637	1.9464	2.4164	0.82651
OTU_825	1.3679	1.7663	2.5397	2.5018	2.3092	1.4306	2.2016	1.052	1.5675	2.5035	2.621	2.0334
OTU_1737	1.1281	0.48576	1.5119	0.0	0.35903	0.50986	0.0	1.2816	0.0	0.33282	1.2362	0.0
OTU_1009	2.3082	1.3792	1.9866	2.1692	2.1345	1.4306	1.585	2.7494	1.5675	1.9464	2.8002	2.1636
OTU_524	2.8727	3.3515	3.8781	3.3131	3.2868	2.3893	3.0356	2.8953	1.747	3.2177	2.9084	3.4151
OTU_309	2.8727	2.3229	3.0717	3.3131	3.2008	2.5016	3.1699	3.4618	2.8648	2.6298	3.3532	2.4958
OTU_1164	1.9133	1.3792	0.7997	0.82969	0.64628	1.1838	2.2016	0.77868	1.5675	0.83059	0.0	1.3487
OTU_2093	1.1281	1.1381	1.845	1.115	1.5743	0.50986	0.0	2.3032	1.1232	1.0271	1.2362	1.8902
OTU_849	0.84037	0.48576	2.2338	1.3531	2.0385	2.3893	1.926	2.9631	0.83637	1.3544	1.6641	0.82651
OTU_4082	1.5735	0.0	0.45457	0.82969	1.091	0.50986	0.848	0.77868	0.47796	0.83059	1.3934	0.82651
OTU_576	2.0573	1.7663	1.845	1.3531	1.825	2.1346	2.3219	2.0773	0.47796	2.5035	1.5351	2.1636
OTU_549	1.9133	2.0713	2.8672	1.7363	2.0385	1.1838	1.585	2.3032	1.3624	2.0404	2.2619	1.8902
OTU_2100	1.5735	1.1381	0.45457	1.115	0.0	0.88582	0.48543	0.0	0.47796	0.33282	0.34613	0.0
OTU_4172	1.1281	1.5857	2.2338	1.8955	1.825	1.1838	1.7655	1.4797	1.1232	1.6209	2.0888	2.1636
OTU_1696	1.5735	1.1381	0.0	0.82969	0.35903	1.1838	0.0	0.0	0.83637	0.0	0.34613	0.47165
OTU_3517	0.48053	0.0	0.0	0.47368	0.64628	0.0	0.0	0.0	0.47796	0.33282	0.62508	0.0
OTU_1532	1.1281	0.84851	0.45457	1.115	0.0	0.50986	0.0	0.77868	0.47796	0.0	0.85874	0.47165
OTU_1724	0.48053	0.84851	1.078	0.82969	0.64628	0.88582	0.0	1.8092	1.1232	2.0404	1.9937	0.47165
OTU_930	1.1281	0.48576	0.0	1.115	1.4305	1.4306	1.7655	1.4797	2.1811	1.2	1.6641	1.3487
OTU_3505	1.1281	0.0	0.0	0.0	0.35903	0.88582	0.48543	0.0	0.0	0.0	0.0	0.47165
OTU_1112	2.5218	2.6332	1.3112	2.6873	1.825	2.2676	1.585	2.6706	2.6102	1.3544	2.4164	1.7313
OTU_785	2.419	1.7663	2.6288	1.8955	3.6209	0.88582	2.0704	1.052	1.5675	2.2118	2.0888	2.283
OTU_1126	1.1281	1.5857	1.5119	1.115	1.4305	1.8252	1.585	1.4797	1.1232	1.6209	1.0598	1.1111
OTU_1887	1.3679	0.48576	0.0	0.0	0.0	1.1838	0.0	1.052	0.47796	0.33282	1.0598	0.47165
OTU_1182	2.3082	1.7663	2.1155	1.5574	1.9357	2.1346	1.3785	2.5871	2.3009	2.1287	2.621	1.1111
OTU_3318	0.48053	0.0	0.7997	0.47368	0.35903	0.50986	0.48543	0.0	0.0	0.60307	0.0	0.0
OTU_372	1.9133	1.9269	3.0717	2.5018	2.7937	1.6413	1.7655	2.5871	1.747	2.689	2.9084	2.7656
OTU_2096	0.84037	0.0	0.0	1.3531	1.2707	0.88582	0.48543	0.77868	0.47796	1.7378	0.85874	0.82651
OTU_335	2.6178	1.7663	3.5072	3.0677	2.9601	1.1838	2.8875	3.3139	2.0504	3.2177	3.3532	2.6812
OTU_528	2.419	3.6099	1.9866	2.3992	2.1345	2.1346	2.7225	2.6706	2.9406	2.1287	3.2745	3.3619
OTU_1624	1.1281	1.3792	2.1155	0.47368	0.0	1.6413	1.1375	1.052	0.83637	1.0271	1.0598	1.1111
OTU_2868	0.84037	0.84851	0.7997	0.47368	0.88573	0.50986	0.848	1.052	1.1232	0.33282	1.2362	0.82651
OTU_4014	0.84037	0.48576	0.45457	0.47368	0.35903	0.0	0.48543	0.77868	0.0	0.33282	0.0	0.47165
OTU_3455	1.3679	0.0	0.7997	0.0	0.35903	0.0	0.848	0.0	0.0	0.83059	0.34613	0.0
OTU_545	2.3082	2.3229	2.5397	2.9273	1.2707	1.1838	1.926	2.0773	2.3009	2.2118	2.1779	1.7313
OTU_3397	0.84037	0.0	0.0	0.0	0.35903	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_2898	0.48053	0.0	0.45457	0.47368	0.0	0.50986	0.0	1.052	0.0	0.33282	0.0	0.47165
OTU_435	2.419	1.7663	2.1155	1.7363	2.2245	1.4306	1.7655	2.8242	2.0504	1.9464	2.7429	1.7313
OTU_2034	1.1281	0.84851	0.0	0.82969	0.35903	0.0	0.848	0.0	0.0	0.83059	0.62508	0.47165
OTU_1680	1.5735	2.0713	1.9866	1.8955	1.825	0.88582	2.2016	1.052	0.0	1.4938	1.892	1.3487
OTU_2018	1.1281	0.48576	0.7997	0.47368	0.64628	0.50986	0.48543	1.052	0.0	1.0271	0.62508	0.82651
OTU_792	1.9133	1.3792	0.0	2.2888	0.35903	1.4306	0.0	2.1947	0.83637	1.2	1.2362	1.5526
OTU_642	2.1882	0.48576	1.6881	2.7718	2.2245	1.6413	1.1375	1.2816	1.9067	2.6298	2.9595	1.1111
OTU_1538	1.1281	0.48576	0.7997	0.82969	1.2707	1.4306	0.848	1.052	1.1232	1.3544	0.62508	1.3487
OTU_935	1.5735	1.1381	2.4448	1.115	2.3092	0.50986	1.585	1.052	0.83637	1.9464	1.7826	1.5526
OTU_1515	1.1281	1.1381	1.5119	0.82969	2.1345	0.0	0.848	1.9494	2.7002	1.2	1.3934	1.3487
OTU_4357	1.9133	1.1381	1.3112	2.0389	1.091	0.50986	1.3785	1.4797	0.47796	1.9464	1.5351	1.7313
OTU_2947	1.1281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47796	0.33282	0.0	0.0
OTU_829	1.9133	1.5857	3.1935	2.9992	2.3092	2.2676	1.585	1.8092	1.1232	2.0404	2.621	2.4958
OTU_2147	1.7534	0.48576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_1549	0.84037	1.5857	0.0	0.47368	1.4305	1.1838	2.6323	0.77868	1.747	0.33282	0.85874	1.3487
OTU_1159	2.0573	0.48576	1.078	1.3531	1.2707	2.2676	1.1375	1.052	2.3009	1.0271	0.85874	0.82651
OTU_407	2.6178	2.6332	3.1935	2.3992	2.7937	2.1346	2.2016	3.261	1.747	3.001	2.621	2.283
OTU_776	1.7534	1.1381	2.4448	1.7363	2.537	2.1346	1.7655	2.1947	1.1232	1.4938	1.0598	0.47165
OTU_1481	0.84037	0.84851	0.7997	0.47368	0.0	0.50986	0.848	1.4797	0.0	0.0	0.62508	0.0
OTU_357	3.2773	2.537	3.1935	2.7718	2.9601	2.6057	2.7225	2.3032	2.9406	2.9043	3.7807	2.0334
OTU_1607	1.3679	0.48576	0.7997	1.115	1.4305	0.50986	1.1375	1.052	1.1232	1.4938	1.2362	1.1111
OTU_2587	0.84037	0.48576	0.7997	1.5574	0.88573	0.50986	0.48543	1.6538	0.0	1.3544	0.85874	0.82651
OTU_720	1.9133	1.9269	1.9866	2.6873	2.3891	2.1346	0.848	2.1947	1.747	2.1287	1.3934	2.3933
OTU_2152	0.48053	0.84851	1.3112	1.115	1.5743	0.88582	0.48543	0.77868	0.47796	1.0271	0.85874	0.47165
OTU_1097	0.48053	1.5857	0.45457	0.47368	1.091	1.9882	1.1375	1.9494	0.47796	0.60307	1.3934	0.47165
OTU_2527	0.48053	0.0	0.0	0.0	0.35903	0.0	0.0	0.0	0.0	0.83059	0.34613	0.0
OTU_442	1.9133	2.3229	2.9386	2.5975	2.6055	1.6413	3.0356	3.6788	1.747	2.568	2.556	2.7656
OTU_387	2.7079	2.9645	3.1935	4.1146	3.5874	2.6057	2.9635	3.1491	2.5143	3.047	4.0641	3.3619
OTU_1077	1.9133	0.48576	0.45457	1.8955	0.64628	1.9882	0.0	0.44125	1.1232	0.33282	0.62508	1.3487
OTU_2317	1.7534	0.84851	2.4448	1.8955	1.5743	1.8252	1.3785	3.5959	1.5675	2.365	2.1779	0.47165
OTU_702	2.1882	1.5857	1.3112	1.7363	1.4305	1.9882	0.848	1.9494	1.3624	1.4938	2.1779	1.8902
OTU_2348	3.4953	3.2938	2.9386	3.5707	3.2868	3.3682	2.7225	3.638	3.8434	3.0916	3.8637	2.3933
OTU_2178	2.1882	1.1381	2.1155	2.1692	1.4305	0.0	1.585	1.052	1.747	1.4938	2.2619	1.7313
OTU_668	2.0573	1.3792	1.078	1.115	1.825	1.4306	1.3785	3.9698	1.5675	1.9464	2.1779	1.7313
OTU_2919	0.84037	0.0	0.0	0.82969	0.88573	0.50986	0.0	0.44125	0.0	1.0271	1.0598	0.0
OTU_1068	1.9133	2.0713	1.845	2.3992	1.091	0.88582	2.5361	0.77868	0.83637	2.0404	2.0888	1.7313
OTU_1789	1.1281	0.84851	0.7997	1.115	0.88573	0.0	0.48543	1.052	0.0	0.33282	1.2362	0.82651
OTU_2172	1.1281	1.1381	1.3112	1.3531	1.091	0.50986	0.848	1.2816	1.3624	1.0271	1.3934	1.5526
OTU_653	2.419	1.1381	1.6881	2.2888	1.5743	1.1838	1.585	3.2062	0.0	1.8459	1.5351	2.1636
OTU_3610	0.84037	1.1381	1.5119	1.115	1.5743	0.50986	0.48543	1.6538	1.5675	0.60307	1.0598	0.82651
OTU_1328	0.48053	0.84851	0.7997	1.3531	0.0	1.9882	1.585	1.052	1.747	0.0	0.62508	0.82651
OTU_2748	0.84037	0.84851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83059	0.0	0.0
OTU_2157	1.1281	1.1381	0.7997	0.0	0.88573	0.0	0.0	2.0773	0.47796	0.0	0.34613	0.82651
OTU_1345	2.0573	1.7663	0.0	1.3531	0.64628	1.6413	0.48543	0.0	0.83637	0.33282	0.34613	1.3487
OTU_464	2.6178	1.5857	1.6881	2.8517	2.0385	2.3893	1.926	2.7494	1.9067	2.4359	1.9937	1.5526
OTU_1287	0.48053	1.3792	0.0	0.82969	0.64628	0.50986	0.0	0.44125	0.0	0.0	0.0	1.1111
OTU_2906	0.48053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.60307	0.62508	0.0
OTU_3588	0.48053	0.48576	0.0	0.47368	0.35903	0.0	0.0	0.44125	0.0	0.0	0.0	0.0
OTU_1459	1.9133	1.3792	1.5119	2.0389	0.88573	0.0	1.1375	1.2816	1.1232	0.83059	0.85874	1.1111
OTU_1954	1.3679	0.0	1.5119	1.7363	0.88573	0.50986	1.1375	0.77868	0.0	0.60307	0.34613	1.1111
OTU_2064	0.48053	0.48576	2.1155	0.47368	1.2707	1.1838	0.48543	1.6538	0.0	1.2	1.892	1.1111
OTU_920	1.1281	2.3229	0.0	1.115	1.4305	0.0	1.1375	2.9631	1.3624	0.33282	0.62508	1.5526
OTU_822	1.9133	1.1381	1.5119	2.2888	0.35903	1.9882	1.1375	0.0	1.747	0.83059	1.2362	0.47165
OTU_1100	0.84037	0.48576	1.5119	1.5574	1.4305	1.1838	1.3785	2.4042	0.47796	1.6209	2.1779	1.7313
OTU_2988	0.48053	0.48576	0.0	0.47368	0.0	0.0	0.0	0.0	0.0	0.0	0.34613	0.47165
OTU_2262	0.48053	1.1381	0.0	0.82969	0.0	1.1838	0.848	0.77868	0.47796	0.33282	0.62508	0.47165
OTU_1004	1.7534	1.5857	0.7997	1.3531	1.091	0.50986	1.1375	1.2816	1.5675	0.83059	1.6641	1.3487
OTU_1694	1.3679	0.0	0.45457	1.3531	1.091	1.6413	0.48543	1.8092	1.5675	1.6209	1.6641	0.0
OTU_1003	1.5735	1.1381	1.078	0.0	1.9357	0.88582	1.585	0.77868	0.47796	1.4938	1.2362	1.7313
OTU_2609	1.5735	1.3792	1.3112	1.7363	1.5743	2.2676	2.0704	1.4797	1.1232	1.4938	0.34613	1.7313
OTU_1729	0.48053	0.84851	0.0	0.82969	0.35903	0.0	1.1375	1.6538	0.83637	0.0	0.62508	1.3487
OTU_701	4.0369	3.869	3.5983	4.0484	3.9721	3.5358	3.5607	4.6003	3.6762	3.6933	4.4335	3.3619
OTU_353	2.1882	3.407	2.6288	2.0389	3.2868	2.6057	3.3505	2.6706	3.1466	3.3336	3.1479	2.3933
OTU_3576	1.7534	1.3792	0.7997	0.0	0.35903	0.0	0.848	0.44125	1.1232	0.0	1.0598	1.5526
OTU_541	3.0205	2.4339	2.3431	2.5975	2.4649	3.3077	1.926	2.8242	2.5143	2.4359	3.0568	2.0334
OTU_4350	0.48053	0.0	0.0	0.47368	0.35903	0.0	0.0	0.0	0.0	0.60307	0.62508	0.47165
OTU_937	1.5735	1.1381	0.45457	1.3531	0.88573	0.88582	1.1375	1.052	1.3624	1.4938	1.7826	1.3487
OTU_3496	0.48053	0.0	0.0	0.47368	0.0	0.0	0.0	0.0	0.47796	0.83059	1.0598	0.0
OTU_1846	1.3679	1.1381	0.7997	1.5574	1.9357	0.88582	0.48543	1.6538	1.1232	1.3544	1.2362	1.1111
OTU_1498	1.1281	1.3792	0.45457	0.82969	1.5743	1.1838	1.1375	1.052	0.83637	1.6209	1.3934	0.0
OTU_1953	1.1281	0.84851	0.45457	0.82969	1.091	0.0	0.848	0.0	0.83637	0.0	0.34613	0.0
OTU_1793	1.7534	1.5857	1.3112	0.47368	1.4305	1.4306	0.48543	1.2816	1.5675	0.60307	1.7826	1.1111
OTU_1823	0.48053	0.0	0.7997	1.115	0.64628	0.88582	0.48543	0.0	0.47796	0.60307	0.0	0.82651
OTU_3218	0.84037	0.48576	0.7997	0.0	0.0	0.88582	0.848	0.0	0.0	0.0	0.62508	0.0
OTU_1970	0.84037	1.1381	1.3112	0.82969	1.091	0.50986	1.3785	1.052	0.83637	0.83059	0.0	1.1111
OTU_2519	0.48053	0.0	0.0	0.47368	0.35903	0.0	0.0	1.052	1.1232	0.0	0.0	0.0
OTU_1629	1.5735	0.48576	0.0	1.115	0.64628	0.88582	0.0	0.0	1.3624	0.83059	0.0	0.47165
OTU_1025	1.3679	1.1381	1.5119	1.115	0.35903	0.0	0.0	1.052	1.3624	0.60307	0.34613	0.82651
OTU_1472	1.7534	0.48576	1.3112	2.0389	1.5743	0.50986	1.7655	1.9494	0.83637	0.83059	1.3934	1.1111
OTU_516	2.6178	3.6564	3.0717	2.9273	2.9601	1.1838	2.9635	2.3032	1.747	2.4359	3.6309	2.921
OTU_249	3.2773	3.512	3.5983	2.2888	3.7477	3.1786	4.0179	2.9631	4.4474	1.7378	5.0323	2.4958
OTU_4251	0.84037	0.0	0.0	0.47368	0.0	0.0	0.0	0.0	0.47796	0.0	0.0	0.47165
OTU_2389	0.84037	0.0	0.0	0.47368	0.35903	0.88582	0.848	1.4797	1.3624	0.60307	0.34613	0.47165
OTU_1709	0.48053	0.0	0.45457	0.82969	0.64628	0.50986	0.0	0.44125	0.0	0.0	0.0	0.47165
OTU_4272	0.48053	0.0	0.0	0.0	0.0	0.50986	0.0	0.0	0.0	0.0	0.0	0.0
OTU_1582	1.5735	0.84851	0.45457	1.8955	1.7051	0.88582	1.3785	1.8092	1.3624	1.3544	1.7826	1.1111
OTU_741	1.3679	1.5857	1.6881	0.82969	2.4649	1.4306	2.0704	1.2816	0.83637	1.9464	2.1779	0.82651
OTU_2192	1.9133	1.9269	2.792	2.2888	3.0115	2.3893	2.433	3.3139	1.747	2.9535	2.8002	2.9929
OTU_1941	2.3082	1.3792	1.6881	1.8955	1.4305	1.9882	0.848	2.4985	2.8648	1.2	1.892	1.1111
OTU_1028	1.3679	0.48576	0.45457	1.3531	1.7051	0.88582	1.585	2.5871	1.5675	1.8459	1.5351	0.0
OTU_652	2.1882	1.3792	2.4448	2.6873	2.671	1.4306	1.3785	1.4797	1.747	2.1287	1.9937	1.7313
OTU_1005	1.3679	1.1381	0.7997	0.82969	0.35903	1.4306	1.1375	1.9494	1.9067	0.83059	1.0598	0.47165
OTU_1411	1.1281	1.3792	0.7997	0.82969	1.2707	0.50986	0.48543	0.44125	0.0	1.0271	0.85874	0.47165
OTU_1581	1.1281	0.84851	1.5119	0.82969	1.4305	1.1838	0.48543	1.2816	1.1232	0.83059	1.0598	0.82651
OTU_798	1.5735	2.537	1.5119	2.2888	2.9601	2.2676	2.3219	1.4797	2.7002	2.1287	2.0888	2.3933
OTU_1645	1.3679	0.48576	1.078	0.82969	0.0	0.88582	0.0	0.77868	1.747	0.60307	0.85874	0.0
OTU_2644	1.1281	0.0	0.7997	0.0	1.7051	0.88582	0.0	0.77868	0.0	0.33282	1.0598	0.0
OTU_503	2.6178	3.1054	3.7249	3.6172	3.4819	2.6057	3.0356	3.261	2.4116	3.5408	3.6309	1.8902
OTU_1646	0.84037	1.1381	1.3112	1.3531	2.0385	0.88582	0.48543	0.0	1.1232	1.6209	1.5351	1.1111
OTU_2279	0.84037	0.0	0.7997	0.0	0.0	0.50986	0.0	1.052	0.83637	0.33282	0.62508	0.0
OTU_791	1.3679	3.6564	1.3112	1.3531	0.0	1.1838	0.848	0.0	0.83637	0.83059	0.62508	3.4151
OTU_3378	1.5735	2.0713	2.1155	2.5018	2.6055	1.6413	1.1375	2.5871	2.3009	2.5035	1.7826	2.3933
OTU_2593	1.5735	0.84851	1.3112	0.47368	1.2707	0.0	0.848	0.44125	0.0	0.60307	1.9937	1.1111
OTU_659	1.9133	1.9269	0.7997	1.5574	2.1345	0.88582	0.848	2.0773	2.3009	1.7378	1.5351	1.5526
OTU_817	1.7534	2.8885	1.6881	1.5574	1.5743	1.6413	1.3785	1.2816	1.1232	1.3544	2.1779	1.7313
OTU_206	2.6178	3.7015	4.6267	3.8293	3.8072	2.9602	3.511	1.8092	2.5143	4.0044	3.3144	3.249
OTU_2132	0.48053	0.0	0.45457	0.0	0.35903	0.50986	0.848	1.052	0.0	0.83059	0.62508	0.47165
OTU_762	1.1281	2.0713	2.1155	1.8955	0.0	3.3077	0.48543	0.0	1.1232	0.33282	0.62508	0.47165
OTU_2614	0.48053	0.48576	0.45457	0.82969	0.35903	0.50986	0.48543	0.0	0.83637	0.33282	0.0	0.0
OTU_2923	1.1281	0.0	0.7997	0.47368	0.35903	0.50986	0.0	0.44125	0.47796	1.0271	0.85874	0.47165
OTU_1066	0.48053	0.48576	1.9866	1.115	1.091	0.0	0.848	1.4797	0.0	0.83059	1.6641	0.82651
OTU_600	2.5218	2.6332	1.3112	2.0389	1.5743	3.1786	1.3785	1.6538	2.5143	2.1287	1.7826	2.0334
OTU_1403	1.3679	0.48576	1.5119	1.115	1.4305	1.1838	0.48543	1.2816	0.47796	1.9464	2.0888	0.82651
OTU_1896	1.9133	1.1381	0.45457	0.82969	0.0	0.0	0.48543	1.2816	0.0	0.0	0.34613	0.0
OTU_2934	0.48053	0.0	0.0	0.47368	0.35903	0.0	1.1375	0.0	0.0	0.0	0.62508	0.0
OTU_4040	1.1281	0.0	0.0	0.82969	0.0	0.50986	0.48543	0.0	0.0	0.33282	0.85874	0.0
OTU_1461	1.1281	1.7663	0.7997	1.3531	1.2707	1.9882	1.3785	1.4797	2.1811	1.6209	1.3934	0.82651
