Row.names	B8011	B8012	B8013	LF11	LF12	LF13	B801	LF1	MeanDecreaseAccuracy	MeanDecreaseGini
200	quinic acid	0.000479129005571735	0.000463494131368624	0.000492209280715427	0.000186734106521919	0.000171856760581923	0.000157560394072992	1.42	1.34	1.39	0.02
201	Ribonic acid, gamma-lactone	0	0	0	0.000637623818611351	0.000501211329917368	0.00060546984051076	1.34	1.42	1.39	0.02
202	ribose	0.0110964275743964	0.0102607775937544	0.00989674011060314	0.00436120700569784	0.00401256622288861	0.00363710867423245	1.73	1.64	1.7	0.01
203	saccharopine 3	0.0267038355994108	0.0324525289504982	0.0321797456776419	0.0206123607629795	0.0225189714672711	0.0224821041798974	1.73	1.73	1.73	0.02
204	salicin	0.000584563688300366	0.0004850381350046	0.000492035680495273	0.000263331616394865	0.000255785809001615	0.000277068215391025	0	0	0	0.01
205	salicylic acid	0.0024189773022265	0.00203638144382512	0.00214299811465306	0.00010872745519636	0.00012358130894074	0.000114404079965902	2.12	2.19	2.21	0.03
206	serine 1	0	0	0	0	0	0	0	0	0	0
207	shikimic acid	0	0	0	0.0041580316802738	0.00312552958820893	0.00264531263412067	1	1	1	0.02
208	Sophorose 1	0.000516950016308493	0.000415577665526085	0.000318905948992603	0.00030592162826542	0.000173725724220681	0.00043698865863122	-1	-1	-1	0
209	sorbitol	3.17436770495672e-05	0.000655558061894744	0.000839431762257878	0.000416706709205424	0.000549315916359236	0.000487826980276709	0	0	0	0
210	sorbose 2	0	0	0	0.000139405399751226	0.000147496904141308	0.000123459982410188	1	1	1	0.01
211	spermidine 2	0.0622680821026858	0.0714165219890706	0.0671175119302135	0.0475510729658119	0.0518490255863218	0.0488777318163991	1	1	1	0.02
212	stearic acid	0.0468937563800251	0.027980624590298	0.0304430058988724	0.0193151668003966	0.0202943797164119	0.0194861934568089	1	1	1	0.01
213	succinic acid	0.0174230148644287	0.0199740606337106	0.0205117745041817	0.00563693627075017	0.00556962249293214	0.00529941744274875	1.95	2	1.98	0.02
214	sucrose	0.0124055225102262	0.0103705293698394	0.0124498762151496	0.0178273587117867	0.0172399353904111	0.0194196025205414	1	1	1	0.01
215	Sucrose-6-Phosphate	0	0	0	6.74598734290506e-05	8.97297050825749e-05	0.000117336968279451	1	1	1	0.01
216	sulfuric acid	0.00660357698257132	0.00399692743078754	0.00502722175691631	0.00248181037080127	0.00291321085634557	0.00231814991587652	1	1	1	0.01
217	Tagatose 2	0.00305841753476624	0.00552261001479778	0.0056489156667442	0.00232075611180481	0.00253665282010764	0.00203415975513037	1.34	1.42	1.4	0.01
218	tartaric acid	0.00115953092667206	0.00124468818990605	0.00121881170528973	0.000342857933123005	0.000364159872952227	0.000351334216596868	1	1	1	0.01
219	Tartronic acid	0.00226225126888268	0.00225622741180793	0.00223480725990682	0.00241268635792262	0.0022945628395111	0.00243386031668449	1	1	1	0.01
220	terephthalic acid	0.000335710002636191	0.000262423137824908	0.000299751321817646	0.000368698016188941	0.000317002382971768	0.000294366472599568	0	0	0	0
221	Thioctamide 1	0.000150735323652462	0.000125044782210748	0.000141277607961652	0	0	0	1	1	1	0.01
222	Threitol	0.00389299117102609	0.003027664395675	0.00304193317309232	0.000637903739706482	0.000555476605103657	0.000539205807893677	1.42	1.34	1.39	0.01
223	Threonic acid	0.000742578046803098	0.00083077752298445	0.000913379475687104	0.000613539613028319	0.000533224282787502	0.000573392122603743	1.34	1.42	1.4	0.01
224	threonine 1	0	0	0	0.000120220867043718	0.000100400750586617	0.000136146274065396	1	1	1	0
225	thymidine 5'-monophosphate degr prod	0	0	0	0.00054219925738679	0.000540276369767487	0.000612544401912836	1.67	1.73	1.71	0.01
226	Thymol	0	0	0	0	0	0	0	0	0	0
227	trans-3,5-Dimethoxy-4-hydroxycinnamaldehyde 1	0.000764751360901818	0.000580760572239878	0.000700988038858275	0	0	0	1.42	1.34	1.39	0.01
228	trans,trans-Muconic acid	0.000511966491089973	0.000451403390522164	0.000402596874255839	0.000277563580368775	0.000289512907495587	0.000250423656447715	0	0	0	0.02
229	trehalose	0.00686820126381638	0.00544882534130419	0.00545269060458932	0.00192377256236712	0.00220313041758832	0.00250644165455101	1	1	1	0.02
230	uracil	0	0	0	6.76533650056283e-05	0.000205621165751474	0.000215086008114135	0	0	0	0.02
231	urea	0	0	0	0	0	0	0	0	0	0
232	uridine 1	0.000269731657246341	0.000212056470851412	0.000239553137719084	0.000146689418103218	0.000135981597784838	0.000151197593050093	1	1	1	0.02
233	urocanic acid 2	0	0	0	0.00034239473997314	0.000336503662267943	0.000331763132989807	1.34	1.34	1.42	0.01
234	valine	0	0	0	0.000340809044134607	0.00030475305566073	0.000363661799315339	1	1	1	0.01
235	xanthosine	0	0	0	0	0	0	0	0	0	0
236	xylitol	0.0042789006129242	0.00334924817616754	0.00340077810272682	0.00155376086544947	0.00128493199309479	0.00118966686207227	1	1	1	0.01
237	xylose 2	0.00747254421817804	0.0073412636128789	0.00711196989037206	0.00309734137933186	0.00280667055928742	0.00286201508895741	1.73	1.67	1.71	0.01
