	B8011	B8012	B8013	LF11	LF12	LF13	B8021	B8022	B8023	LF21	LF22	LF23	id
30	209213.309	162935.97	176468.639	0	0	0	221315.748	157028.968	189172.358	212422.7705	195989.388	228856.153	Analyte 30
31	665192.3405	623826.441	706558.24	0	0	0	291924.478	262706.994	638951.936	607275.514	637711.151	715661.367	Analyte 32
32	191866.702	166593.219	217140.185	10299566.6	10693823.8	9960949.89	0	0	0	0	0	0	Analyte 34
33	1937972.07	2341396.46	2203026.93	2132611.55	2327759.57	2187985.53	2313751.78	1811962.13	2514179.3	2666347.48	2140364.07	2486997.96	Analyte 35
34	253614.815	305740.572	284412.95	262371.602	293940.661	279715.969	301135.229	205473.133	306143.588	338559.82	271386.927	301106.866	Analyte 36
35	0	0	0	165230.898	156527.11	136184.913	0	0	0	0	0	0	Analyte 37
36	436866.542	331831.384	232549.416	0	0	0	234887.091	98517.729	68759.942	271596.18	150451.83	211024.005	Analyte 38
37	1121966.55	1715939.09	1663104.51	5512334.99	5216426.77	5211685.75	1070806.79	714743.577	1172431.5	5485685.28	3928208.53	4175593.81	Analyte 39
38	111952.975	76420.981	56223.031	387848.151	424610.185	411316.123	74586.408	44312.948	35866.624	129033.267	84026.177	88498.36	Analyte 40
39	991208.785	1020446.83	861353.353	1922685.17	2180266.72	2247585.62	1172639.8	802784.486	1109063.82	1850670.95	1301680.84	1448813.88	Analyte 41
40	20818.789	29478.481	24640.749	39549.261	48684.416	68684.126	0	0	0	38222.158	24896.443	36212.506	unknown
41	0	0	0	14422.009	17225.334	16569.265	0	0	0	78212.619	63110.278	71121.449	Analyte 43
42	38357.499	44892.391	44334.198	0	0	0	51008.591	34168.665	50542.661	49435.297	40325.512	41760.644	Pyruvic acid
43	151928.551	200615.48	203342.254	689011.47	772402.464	803473.726	293699.524	187537.34	311933.675	365336.563	265475.147	287467.828	Analyte 45
44	26091.075	31919.067	31603.366	22987.512	29575.247	26281.3795	38649.218	21607.552	41590.414	44165.583	38824.773	35139.383	2-hydroxypyridine
45	708616.932	848171.402	764250.041	1908669.73	2105296.7	1777525.11	1028797.35	801647.642	918858.049	1530957.28	1158057.51	1213456.94	unknown
46	3966855.78	4586507.69	4141930.59	14830071	16411209	15509836.3	3939078.12	2798379.72	3071508.73	8632216.63	6301920.05	6521430.24	Analyte 48
47	36174.138	48228.198	43159.665	0	0	0	49633.106	36238.16	42641.516	50427.014	40951.877	45868.339	Analyte 49
48	0	0	0	470406.055	624064.368	586730.602	0	0	0	0	0	0	Analyte 50
49	8419503.26	10322031.3	9921180.53	73827543.9	79062533.8	75291396.6	3666045.12	1976897.79	3841630.18	31183164.5	18348171.4	19372547.4	lactic acid
