id	B8011	B8012	B8013	LF11	LF12	LF13	B8021	B8022	B8023	LF21	LF22	LF23
Analyte 603				97413.747	116721.005	105450.001				102086.041	49312.487	56558.057
Analyte 604		11906.549	2580.937	6071.891	39929.344	35047.436						
unknown				95748.309	113456.408	109403.69				108196.131	55523.533	56978.021
Analyte 606				100921.269	126022.615	119482.277	13313.607	8783.324	10812.795	202304.585	102316.575	109556.272
Dehydroabietic Acid			23250.97	109550.576	132345.179	130130.994			8535.264	22340.935		
6-phosphogluconic acid		33158.049	25573.777	23828.591	78778.434	52462.888				27912.087		
unknown		9996.621		39929.395	53199.468	53158.357				42777.742	22130.831	23650.575
unknown			15911.908		18729.039	18555.733	5514.107	4961.618		12406.354		
Analyte 611										21511.337	9126.835	8466.509
Analyte 612		42298.114	30171.524					2604.988	10580.133		12184.621	
Analyte 613				23478.188	29515.461	32636.119						
Analyte 614					82060.648	50242.752					27589.387	
Arachidic acid	36657.778	40053.799	34091.943	95216.55	104624.575	98534.732	32670.297	30978.003	37190.622	71427.911	32507.254	37786.465
Analyte 616	64877.389	48665.98	36975.73	93642.79	189144.218	98163.456	28737.997	34466.498	44072.369	68125.998	33510.777	46786.887
cytidine-monophosphate degr prod		111418.742	94716.25	67279.007		88056.512			21492.207			
unknown	36723.024	73270.784	61355.706	196125.331	228644.677	221838.589	46574.799	37086.673	53289.531	268299.196	140738.906	157715.506
saccharopine 3	2033984.99	3051572.06	2841119.45	4900202.89	5763342.25	5195825.16	3741694.22	3050149.31	4154425.81	5971522.69	3286875.26	3658176.42
unknown		111513.768									82135.043	91773.093
unknown		46915.089	43532.329	82665.367	104230.207	94048.63	46303.939	32188.414	46846.279	111371.842	51606.621	59992.797
uridine 1		19940.067	21149.921		34802.144	34943.182			11532.764	16329.542	6050.733	
unknown	67534.429	76115.198	66760.08	219811.926	243664.691	227242.72				97329.859	42093.938	55388.66
Neohesperidin	360406.315	379676.874	346731.974	667020.229	980292.354	828670.193	151698.263	124425.598	162043.587	482267.205	209009.683	265194.47
DL-dihydrosphingosine 1	128434.835		126704.701			168858.024	239353.133	165369.208	235513.078			
unknown	94971.113	80820.551	71572.874	234360.344	249120.616	239695.326		63488.183	94126.998	173130.572	80944.031	94877.427
unknown	42624.28	46835.035	37916.646	93763.969	109786.593	93283.725	9044.265	7545.47	11030.748	25487.593	10056.889	18805.391
unknown	160390.523	143260.926	122136.268	379258.857	395190.755	383742.558	92040.426	69283.461	102410.05	200979.57	101894.997	122354.603
unknown			23302.827	56935.116	95569.99				20443.156	51071.024	30961.171	
Analyte 630	424288.683	695594.419	559951.068	1933900.4	1815494.51	2664701.49	2562594.18	906798.173	1407811.29	3947775.66	1973224.5	2858267.32
salicin		45609.044	43441.367	62602.162	65463.965					30473.059		17025.113
unknown	14701.252			31438.833	37948.883	33855.843				19760.302		13077.842
piceatannol 2	29333.93	12214.147	15991.228	177385.992	95640.413	152794.489	17017.676	16237.468	18614.365	31196.186	25978.616	32416.209
Analyte 634	9394.503	16428.051	13901.929	18586.054	27953.881	21068.065	7379.731	9925.318	9505.932	19678.613		9429.527
Analyte 635	86181.275	128585.359	116075.692	504024.046	612292.302	589018.605	152097.445	103741.319	163333.902	645712.296	294730.733	415980.477
Analyte 636	45248.559	167948.263	155697.114	582728.964	778770.343	727960.566	164471.011	135373.928	212668.838	1071901.87	614963.631	719041.167
unknown		12166.822			20941.648	19248.547						
2-Monopalmitin	245709.495	204103.268	170885.321	669100.655	678219.158	614599.934	132488.526	105850.446	123546.503	295389.072	121502.687	154595.392
Dioctyl phthalate	237029.494	139696.787	123350.401	728155.636	747921.992	729459.681	126896.874	105081.534	120828.884	1974652.77	1121583.69	1407228.58
Analyte 640				238943.701	273749.546					59639.101		
Analyte 641	737.908	16448.624	851.088	15391.221	33745.842	35926.668	3964.651		4502.762	51109.174	26560.729	36167.965
Analyte 642		35784.798	33395.683	35919.134	71715.35	67347.884			12339.017	110499.237	61337.739	75217.823
Analyte 643		83567.112	106093.303					12542.049	46161.918	18012.04		
unknown	50674.695	53328.763	50972.06	129298.005	141704.602	138247.27	32757.623	25761.459	39310.392	64223.96	36845.335	39958.716
Analyte 645	4617.416	436.236	1731.817	19282.372	19479.145	20551.457	22589.18	12535.949	26234.405		10969.399	12959.836
androsterone 1	698.91						22921.185	14829.058	21814.199			
1-Monopalmitin	866213.518	787473.312	783165.33	1684559.82	2304300.09	1600497.61	539769.417	534383.497	557993.856	1019743.4	585311.443	589455.4
Analyte 648	77775.871	63315.835	47764.778	99878.096	104885.765	91264.084			39068.34	32426.653	25591.953	46849.933
unknown	27112.794	91662.014	94773.404	76838.815	148726.757	88078.956	43501.292	64741.094	56544.488	93713.018	50845.087	45181.655
Analyte 650				61579.321	67743.199	60464.152	11015.395		14856.205	39774.924		
Analyte 651	486741.564	413822.514	370802.462	379730.084	406663.575	354911.771	350291.16	240686.27	310884.234	413658.142	195727.129	228555.717
Analyte 652	1730285.39	1692405.2	1543705.59	1584869.95	1885981.25	1678700.56	1230532.19	858611.343	1180407.51	2249847.06	1219438.15	1411211.4
Analyte 653			74665.208				78205.169		38990.237	114028.041		70395.364
Analyte 654	46871.172	77915.635	67491.463	169941.787			26487.163	21478.234	39188.198	159956.645	85230.927	88016.803
Analyte 655	76824.656	84471.876	61361.524	1520457.12	1446069.06	1727907.01	24208.5	21178.905	20923.054	1292802.3	679591.559	651058.483
unknown				236934.557	764373.501	468402.987	4250.072			65480.315	68013.227	99593.921
Analyte 657		522883.437	521890.156	327576.442	666458.144	636123.066	159775.487	141683.96	255562.109	393376.156	253342.159	265694.571
sucrose	944907.202	975160.294	1099187.85	4238120.79	4412264.04	4488052.3	183014.265	156073.514	194723.928	1076403.24	755681.518	577223.693
unknown	52545.478	53771.787	53635.617	68972.684	100570.726	99042.875	40873.778	29559.329	42039.019	53142.316	32093.565	37170.717
unknown	877756.39	880949.005	839058.787	1193117.89	1259102.2	1353561.62	596371.939	433685.548	574555.85	1135726.81	684719.495	763670.362
unknown	58890.671	80437.379	80604.98	770491.415	902673.814	779737.984				223442.233	126749.633	144874.871
Analyte 662	100652.402	90938.066	67570.64	163190.301	278502.434			44767.563		79606.008		54465.373
Analyte 663		35400.124	33623.034			585.692	12186.95		18741.531			
Analyte 664	161150.042	134188.405	118336.099	188057.909	222959.12	163088.175	84048.235	59715.988	76900.561	155182.322	88004.023	100524.414
Analyte 665				14784.065							4210.766	5789.188
Analyte 666	68244.187	60464.837	55467.202	485375.185	561161.081	498128.562	51619.328	31466.368	51566.859	209984.183	124195.067	136220.984
Analyte 667	40642.577		44848.367	630018.804	719344.508	673241.284		23940.706		170336.332	99446.265	112786.286
Analyte 668	29024.373	25968.941	25824.56	113631.019		116296.055	26862.401	23199.085	30618.173	87950.813	45965.437	64922.084
Behenic acid		48652.907	20838.432	83821.344	143475.489	111794.555						
prostaglandin A2 1				7598.985	14577.52	16453.197						4295.736
unknown	144040.767	118137.526	113566.643	287502.189	343032.061	306204.155	111987.718	84861.771	110972.521	193501.925	117530.368	145420.257
Analyte 672				619879.888	661987.02		64630.051			532753.467	404667.853	
unknown						155244.674	24329.878		28874.087			60828.022
Analyte 674	115185.339	101592.425	99847.374	245614.688	291607.508	253415.743	83436.75	62163.357	81494.299	161373.267	103408.958	111062.115
lactose 2			25202.017	484707.613	558063.122	554243.658		6894.77		121431.879	84840.952	87684.998
xanthosine		9781.764								162.203		236.054
unknown				125497.779	150054.844					18455.781		17345.354
unknown	38616.876	32281.08	34110.505	113241.283	47214.692		19134.578			19931.186		
Analyte 680	214461.82	169246.192	160643.292	396286.604	501732.818	473067.78	61256.467	46451.502	50913.68	123314.527	118633.134	106165.381
unknown	64310.329		45333.76	138942.754	173236.84	171130.899	34260.614	25538.817	34282.873	63768.636	50731.685	49801.325
unknown	41404.594	20639.769			37075.041			22321.749				
unknown	49036.848	50599.73	47501.001	68876.282	116986.892	108642.089						
"5beta-androstane-3,17-dione"	28339.031	120854.857	124336.264	199101.086	307069.157	315207.843	156701.041	126375.026	181823.512	253352.215	218590.103	202687.262
unknown	307306.847	591517.73	588928.018	971245.753	1325735.29	1302374.84	890733.924	724014.578	934353.182	1101512.86	954587.139	864068.948
cellobiose 2	76777.554	52620.593	77457.081	145014.083	210170.132	200190.049	56403.488	46800.503	45814.961	46300.249		
Lactobionic Acid 1	119094.467		102817.281		257872.279	232282.154					55099.704	45438.864
trehalose	523139.016	512363.249	481412.92	457340.912	563853.222	579262.177	3197749.77	2501288.45	2963635.02	221094.895	188140.159	172319.733
unknown			3055.471	25486.508	30453.982	38686.082						
Sophorose 1	39375.189	39077.546	28155.906		44462.102	100992.178	27245.758	22798.173	27710.945	2184.742	8963.338	9525.972
unknown				131712.195	162050.442	210554.067						
Monostearin	388460.106	478379.424	468691.901	866952.36	1195455.01	930410.196	226183.872	256531.676	249261.614	277949.653	254158.588	179191.333
unknown		31951.65	31346.993		44717.762			21924.099	18337.303		18447.833	17398.493
"4',7-dihyroxyflavanone 2"	17829.249	39539.966	33444.41	38136.496	51161.75	73159.55	44318.382	33463.528	47245.894	134304.436	124398.433	108181.504
Cetadiol 2		19475.374	16901.904	33058.458	54012.72	59060.167	10977.503	12635.578	20296.301	64779.703	59494.34	53160.215
Analyte 696		60748.409	52026.206	114535.636	199921.327	288270.869	39555.885			141700.632	139073.66	132453.177
unknown				57351.216		68892.931						11861.955
Gentiobiose 2				234329.61	239089.639	261111.076			14714.705	142372.778	128161.882	114037.814
unknown				95962.183	128733.72	98789.097						
Anandamide 2		40934.112	30815.702		80903.882	39577.186		19000.407	21427.184	18229.008		
Digalacturonic acid 2				71049.271	59034.436	50155.386						
melibiose 2	69105.332	159079.729	146701.192	200289.836	198918.196	185512.389				53569.202	29875.957	
Galactinol 3				190255.18	97707.143	167594.503		6131.085				
unknown				195234.776	185631.339	150644.453				44487.852		
Analyte 705		160380.309	216528.485		176496.631	189419.057						
Analyte 706			17289.033	101665.196	159782.676	165923.074				21049.075		
Analyte 707		89389.711	101166.326	231878.739	352358.527	402946.182	40959.644	26281.112	36713.402	61649.678	26979.957	32429.938
Sucrose-6-Phosphate				16037.322	22964.77	27117.674						
Analyte 709	498881.279	789585.321	761071.577	1802612.38	1819159.43	1667103.55	198783.558	162923.708	383290.25	1676639.5	600047.604	714466.61
Analyte 710	52355.411	90299.889	67313.979						25300.414			
Analyte 711		22485.012		32257.605	44728.982	46216.915			26359.075	73441.803	25413.872	33367.867
Analyte 712			87062.427							237651.248	56608.074	
Analyte 713	292488.924	291533.705	468449.722	917250.72	793722.884	642705.344	70109.029	64423.644	170391.243	669700.561	210812.055	151085.166
Analyte 714	327671.752	311969.839	390995.405	621986.563	588309.078	534005.584				283252.032	65059.64	37437.589
Analyte 715	50805.635	74854.539	82450.172	226317.441	219874.231	174153.167	23847.707	17378.134	14084.239	224282.872	69428.898	69319.166
Analyte 716				190877.538	190976.883	184373.709						
Analyte 717				57790.268	53056.127	21280.955					12833.286	
Analyte 718				143375.953	195098.383	201465.653			166417.615	134437.828		
Analyte 719				70519.293	66479.513	67202.043				62513.957		
Analyte 720				320039.997	328094.477	312775.891				168295.304	43012.974	
